Date,Close
9/1/2020,110.15
9/2/2020,112.26
9/3/2020,109.43
9/4/2020,108.48
9/8/2020,105.64
9/9/2020,107.91
9/10/2020,107.76
9/11/2020,108.56
9/14/2020,110.53
9/15/2020,111.8
9/16/2020,110.67
9/17/2020,112.85
9/18/2020,110.56
9/21/2020,106.45
9/22/2020,107.55
9/23/2020,104.51
9/24/2020,104.05
9/25/2020,105.42
9/28/2020,106.32
9/29/2020,105.31
9/30/2020,105.91
10/1/2020,103.19
10/2/2020,103.61
10/5/2020,105.33
10/6/2020,103.82
10/7/2020,106.28
10/8/2020,106.06
10/9/2020,108.02
10/12/2020,109.03
10/13/2020,108.48
10/14/2020,109.43
10/15/2020,109.07
10/16/2020,108.91
10/19/2020,107.87
10/20/2020,107.16
10/21/2020,106.74
10/22/2020,107.49
10/23/2020,107.78
10/26/2020,105.36
10/27/2020,104.44
10/28/2020,102.3
10/29/2020,103.63
10/30/2020,102.74
11/2/2020,106.95
11/3/2020,104.65
11/4/2020,104.87
11/5/2020,109.14
11/6/2020,108.66
11/9/2020,109.84
11/10/2020,109.35
11/11/2020,108.81
11/12/2020,106.81
11/13/2020,108.6
11/16/2020,111.99
11/17/2020,115.69
11/18/2020,115.27
11/19/2020,115.32
11/20/2020,113.75
11/23/2020,116.06
11/24/2020,118.24
11/25/2020,116.68
11/27/2020,115.67
11/30/2020,116.01
12/1/2020,118.93
12/2/2020,118.16
12/3/2020,118.38
12/4/2020,121.69
12/7/2020,118.83
12/8/2020,119.78
12/9/2020,118.93
12/10/2020,117.66
12/11/2020,116.43
12/14/2020,114.52
12/15/2020,114.99
12/16/2020,114.37
12/17/2020,115.62
12/18/2020,115.65
12/21/2020,115.32
12/22/2020,113.67
12/23/2020,113.84
12/24/2020,114.43
12/28/2020,112.65
12/29/2020,112.65
12/30/2020,114.08
12/31/2020,114.93
1/4/2021,113.12
1/5/2021,116.01
1/6/2021,120.09
1/7/2021,121.88
1/8/2021,121.08
1/11/2021,119.37
1/12/2021,122.25
1/13/2021,121.92
1/14/2021,121.72
1/15/2021,120.05
1/19/2021,116.57
1/20/2021,115.47
1/21/2021,115
1/22/2021,114.45
1/25/2021,113.06
1/26/2021,110.32
1/27/2021,107.54
1/28/2021,109.03
1/29/2021,108.29
2/1/2021,109.75
2/2/2021,111.1
2/3/2021,110.64
2/4/2021,113.97
2/5/2021,115.18
2/8/2021,116.65
2/9/2021,116.36
2/10/2021,107.9
2/11/2021,110.26
2/12/2021,107.68
2/16/2021,108.72
2/17/2021,106.75
2/18/2021,104.82
2/19/2021,105.25
2/22/2021,105
2/23/2021,104.82
2/24/2021,104.97
2/25/2021,101.9
2/26/2021,101.69
3/1/2021,106.67
3/2/2021,105.52
3/3/2021,103.53
3/4/2021,100.77
3/5/2021,102.71
3/8/2021,103.06
3/9/2021,104.82
3/10/2021,106.35
3/11/2021,108.71
3/12/2021,110.11
3/15/2021,112.28
3/16/2021,108.69
3/17/2021,109.37
3/18/2021,110.1
3/19/2021,109.89
3/22/2021,110.3
3/23/2021,108.02
3/24/2021,109.51
3/25/2021,110.85
3/26/2021,113.77
3/29/2021,112.7
3/30/2021,111.02
3/31/2021,110.61
4/1/2021,111.92
4/5/2021,113.83
4/6/2021,112.83
4/7/2021,111.53
4/8/2021,111.49
4/9/2021,111.88
4/12/2021,112.4
4/13/2021,110.75
4/14/2021,111.19
4/15/2021,112.47
4/16/2021,113.64
4/19/2021,112.82
4/20/2021,113
4/21/2021,114.86
4/22/2021,113.46
4/23/2021,115.9
4/26/2021,117.68
4/27/2021,118.67
4/28/2021,119.23
4/29/2021,120.23
4/30/2021,118.24
5/3/2021,119.06
5/4/2021,119.04
5/5/2021,121.83
5/6/2021,117.42
5/7/2021,120.41
5/10/2021,118.36
5/11/2021,117.14
5/12/2021,114.95
5/13/2021,116.27
5/14/2021,118.19
5/17/2021,118.42
5/18/2021,117.67
5/19/2021,116.54
5/20/2021,116.32
5/21/2021,116.88
5/24/2021,116.74
5/25/2021,115.55
5/26/2021,115.4
5/27/2021,116.24
5/28/2021,116.69
6/1/2021,118.31
6/2/2021,117.7
6/3/2021,117.85
6/4/2021,118.35
6/7/2021,118.49
6/8/2021,119.14
6/9/2021,118.31
6/10/2021,118.61
6/11/2021,119.42
6/14/2021,118.46
6/15/2021,118.76
6/16/2021,117.4
6/17/2021,118
6/18/2021,112.04
6/21/2021,114.14
6/22/2021,114.59
6/23/2021,114.21
6/24/2021,112.85
6/25/2021,112.01
6/28/2021,110.09
6/29/2021,109.03
6/30/2021,108.2
7/1/2021,108.54
7/2/2021,108.53
7/6/2021,106.71
7/7/2021,105.69
7/8/2021,105.36
7/9/2021,107.66
7/12/2021,108.77
7/13/2021,107.09
7/14/2021,107.21
7/15/2021,107.06
7/16/2021,105.14
7/19/2021,103.11
7/20/2021,103.34
7/21/2021,105.26
7/22/2021,105.88
7/23/2021,106.35
7/26/2021,106.63
7/27/2021,106.23
7/28/2021,106.85
7/29/2021,106.92
7/30/2021,106.95
8/2/2021,106.6
8/3/2021,106.78
8/4/2021,98.63
8/5/2021,93.23
8/6/2021,95.31
8/9/2021,95.95
8/10/2021,95.5
8/11/2021,96.19
8/12/2021,94.97
8/13/2021,94.32
8/16/2021,92.8
8/17/2021,92.1
8/18/2021,91.35
8/19/2021,88.55
8/20/2021,87.77
8/23/2021,89.09
8/24/2021,90.75
8/25/2021,92.9
8/26/2021,93.6
